Invoice_ID,Date,Month,Year,Order_Channel,Product_Name,Product_Category,Unit_Price,Quantity_Sold,Total_Sales,Discount (%),Net_Revenue,Profit_Margin (%),Customer_ID,Customer_Type,Customer_Location,Stock_Availability,Delivery_Status,Delivery_Time (Days),Return_Status
0463ddf0,2024-11-27,11,2024,Online,Fevicol SH,Adhesive,81,11,891,8.25,817.4925,16.53,8940d7,Industrial Buyer,Chennai,Out of Stock,Delivered,9.0,Returned
b5da2ba6,2024-10-17,10,2024,Online,Fevicol MR,Adhesive,98,44,4312,2.36,4210.2368,19.2,85ccd8,Direct Consumer,Hyderabad,Available,Cancelled,,Not Returned
c7b6cc08,2023-06-26,6,2023,Online,Fevicol Marine,Industrial Glue,281,46,12926,6.56,12078.0544,24.33,f59db5,Wholesaler,Chennai,Out of Stock,Cancelled,,Returned
a414ed98,2024-04-09,4,2024,Distributor,Fevicol FastGrip,Quick Adhesive,117,45,5265,6.72,4911.192,18.85,486184,Retailer,Hyderabad,Out of Stock,Pending,,Returned
3e16de07,2023-08-16,8,2023,Distributor,Fevicol MR,Adhesive,69,42,2898,7.34,2685.2868,26.2,12df24,Direct Consumer,Chennai,Available,Cancelled,,Not Returned
7476da2d,2023-06-06,6,2023,Retail Store,Fevicol MR,Adhesive,72,24,1728,12.39,1513.9008,10.73,6ab021,Industrial Buyer,Delhi,Available,Delivered,8.0,Returned
34aa5394,2023-08-15,8,2023,Distributor,Fevicol HeatX,Heat-Resistant,183,7,1281,10.58,1145.4702,24.12,916f7d,Retailer,Delhi,Out of Stock,Pending,,Not Returned
0d435520,2024-12-17,12,2024,Retail Store,Fevicol Marine,Industrial Glue,272,6,1632,7.89,1503.2352,29.01,3906fb,Retailer,Delhi,Out of Stock,Delivered,4.0,Returned
abaa4864,2024-09-18,9,2024,Online,Fevicol Marine,Industrial Glue,173,47,8131,14.37,6962.5753,25.48,538e41,Wholesaler,Ahmedabad,Out of Stock,Pending,,Returned
d3f484e5,2023-12-27,12,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,88,43,3784,13.78,3262.5648,19.81,d17494,Wholesaler,Hyderabad,Available,Cancelled,,Not Returned
05542a1c,2024-09-15,9,2024,Retail Store,Fevicol MR,Adhesive,68,46,3128,10.05,2813.636,11.07,e65de3,Wholesaler,Bangalore,Out of Stock,Pending,,Not Returned
aa5136df,2023-11-07,11,2023,Online,Fevicol Marine,Industrial Glue,276,6,1656,12.9,1442.376,11.06,fb9b85,Retailer,Mumbai,Out of Stock,Cancelled,,Not Returned
53e77bd6,2023-12-21,12,2023,Distributor,Fevicol MR,Adhesive,68,34,2312,14.48,1977.2224,29.39,d73186,Industrial Buyer,Ahmedabad,Available,Cancelled,,Returned
4c0b6ef4,2024-02-18,2,2024,Online,Fevicol SH,Adhesive,120,33,3960,7.38,3667.752,19.94,2b3e80,Retailer,Bangalore,Available,Pending,,Not Returned
f33b60b2,2024-04-04,4,2024,Distributor,Fevicol HeatX,Heat-Resistant,291,39,11349,4.33,10857.5883,10.72,3c92be,Retailer,Ahmedabad,Out of Stock,Cancelled,,Returned
d9e62738,2023-06-08,6,2023,Retail Store,Fevicol SH,Adhesive,124,28,3472,8.61,3173.0608,25.16,a43b82,Direct Consumer,Ahmedabad,Available,Pending,,Returned
6c2976ca,2024-09-16,9,2024,Retail Store,Fevicol Marine,Industrial Glue,455,31,14105,10.87,12571.7865,10.17,16f426,Direct Consumer,Bangalore,Out of Stock,Pending,,Returned
86707cf3,2024-07-15,7,2024,Online,Fevicol MR,Adhesive,79,27,2133,3.1,2066.877,24.48,1987c2,Retailer,Ahmedabad,Out of Stock,Cancelled,,Returned
da5bcac5,2023-05-29,5,2023,Retail Store,Fevicol Marine,Industrial Glue,252,16,4032,3.26,3900.5568,13.33,3eef25,Direct Consumer,Chennai,Available,Pending,,Returned
39d2423b,2023-05-04,5,2023,Distributor,Fevicol HeatX,Heat-Resistant,252,21,5292,4.19,5070.2652,23.14,bb9191,Direct Consumer,Ahmedabad,Available,Pending,,Returned
1740a691,2024-12-03,12,2024,Distributor,Fevicol FastGrip,Quick Adhesive,76,11,836,4.41,799.1324,20.95,9ac81f,Direct Consumer,Mumbai,Out of Stock,Cancelled,,Not Returned
5be4d3df,2024-09-19,9,2024,Distributor,Fevicol FastGrip,Quick Adhesive,107,18,1926,7.46,1782.3204,13.58,7623da,Industrial Buyer,Mumbai,Available,Delivered,8.0,Returned
7364643c,2024-09-24,9,2024,Online,Fevicol HeatX,Heat-Resistant,342,50,17100,4.03,16410.87,16.95,fd254f,Industrial Buyer,Delhi,Available,Cancelled,,Not Returned
4f73c4d5,2024-02-04,2,2024,Distributor,Fevicol FastGrip,Quick Adhesive,133,18,2394,1.36,2361.4416,12.65,fd8726,Industrial Buyer,Ahmedabad,Available,Delivered,9.0,Not Returned
f6b811a2,2024-04-29,4,2024,Distributor,Fevicol Marine,Industrial Glue,139,50,6950,12.5,6081.25,13.34,0d6547,Retailer,Ahmedabad,Available,Delivered,5.0,Not Returned
3f6d02ae,2024-01-21,1,2024,Distributor,Fevicol FastGrip,Quick Adhesive,81,8,648,7.27,600.8904,24.14,c1d030,Wholesaler,Chennai,Available,Cancelled,,Not Returned
af1e2691,2023-11-17,11,2023,Retail Store,Fevicol Marine,Industrial Glue,342,32,10944,12.92,9530.0352,29.17,5c3ca0,Direct Consumer,Kolkata,Out of Stock,Delivered,10.0,Returned
9ebdd5bf,2024-05-19,5,2024,Retail Store,Fevicol MR,Adhesive,82,23,1886,0.46,1877.3244,14.52,2a7616,Direct Consumer,Chennai,Out of Stock,Cancelled,,Returned
db21c0b5,2024-04-19,4,2024,Online,Fevicol MR,Adhesive,76,18,1368,2.82,1329.4224,17.33,43f745,Industrial Buyer,Mumbai,Out of Stock,Delivered,4.0,Not Returned
cc0e4a99,2023-08-01,8,2023,Distributor,Fevicol FastGrip,Quick Adhesive,105,13,1365,10.81,1217.4435,12.48,1dd26b,Retailer,Hyderabad,Available,Delivered,4.0,Not Returned
9e0ca932,2023-12-20,12,2023,Retail Store,Fevicol HeatX,Heat-Resistant,575,25,14375,2.4,14030.0,24.33,db4022,Wholesaler,Mumbai,Available,Pending,,Not Returned
258bb823,2024-11-04,11,2024,Retail Store,Fevicol SH,Adhesive,167,28,4676,0.27,4663.3748,29.57,00be50,Industrial Buyer,Mumbai,Available,Cancelled,,Not Returned
119a4a73,2024-07-23,7,2024,Retail Store,Fevicol HeatX,Heat-Resistant,212,17,3604,5.88,3392.0848,10.44,64bd32,Industrial Buyer,Hyderabad,Available,Cancelled,,Not Returned
8205fda0,2024-12-03,12,2024,Distributor,Fevicol SH,Adhesive,100,36,3600,13.93,3098.52,13.51,2eb6e6,Direct Consumer,Mumbai,Out of Stock,Delivered,1.0,Not Returned
a1eb4247,2023-07-22,7,2023,Online,Fevicol MR,Adhesive,94,15,1410,10.16,1266.744,23.55,968378,Wholesaler,Hyderabad,Out of Stock,Pending,,Returned
ac00100e,2023-06-02,6,2023,Retail Store,Fevicol HeatX,Heat-Resistant,461,36,16596,8.37,15206.9148,25.92,64de04,Industrial Buyer,Mumbai,Out of Stock,Delivered,8.0,Not Returned
e451d9ce,2024-01-11,1,2024,Distributor,Fevicol FastGrip,Quick Adhesive,87,28,2436,14.68,2078.3952,29.18,6083ab,Wholesaler,Mumbai,Out of Stock,Delivered,9.0,Returned
770e0c32,2023-07-15,7,2023,Distributor,Fevicol MR,Adhesive,57,11,627,7.93,577.2789,25.73,bf06ad,Industrial Buyer,Delhi,Available,Pending,,Returned
262767da,2024-04-12,4,2024,Online,Fevicol Marine,Industrial Glue,238,37,8806,10.64,7869.0416,19.33,4e18b4,Industrial Buyer,Delhi,Available,Pending,,Not Returned
a03db4b7,2024-12-07,12,2024,Distributor,Fevicol SH,Adhesive,88,26,2288,6.7,2134.704,21.5,d22f6f,Retailer,Hyderabad,Available,Cancelled,,Not Returned
fa99d8e2,2024-12-17,12,2024,Retail Store,Fevicol HeatX,Heat-Resistant,224,44,9856,13.75,8500.8,25.35,970a4e,Industrial Buyer,Bangalore,Available,Pending,,Not Returned
13cd7885,2024-08-04,8,2024,Retail Store,Fevicol HeatX,Heat-Resistant,154,4,616,10.66,550.3344,20.74,31b4c6,Direct Consumer,Delhi,Available,Delivered,2.0,Returned
eac1f3f3,2025-01-28,1,2025,Distributor,Fevicol Marine,Industrial Glue,434,20,8680,14.74,7400.568,25.94,32c3a6,Direct Consumer,Delhi,Available,Pending,,Not Returned
019a2d34,2025-01-08,1,2025,Online,Fevicol Marine,Industrial Glue,329,32,10528,10.52,9420.4544,27.92,2655dc,Wholesaler,Mumbai,Available,Delivered,9.0,Not Returned
c7b181c0,2024-01-20,1,2024,Online,Fevicol SH,Adhesive,179,30,5370,13.41,4649.883,23.47,f2d657,Wholesaler,Hyderabad,Out of Stock,Cancelled,,Returned
a005d7cf,2024-05-25,5,2024,Online,Fevicol SH,Adhesive,176,18,3168,4.4,3028.608,22.26,55c235,Retailer,Ahmedabad,Out of Stock,Delivered,3.0,Not Returned
ec44bae6,2023-04-16,4,2023,Distributor,Fevicol SH,Adhesive,146,5,730,13.25,633.275,27.98,61a93e,Retailer,Bangalore,Out of Stock,Pending,,Returned
39d0bdeb,2023-11-10,11,2023,Distributor,Fevicol Marine,Industrial Glue,484,4,1936,8.38,1773.7631999999999,22.42,94fafa,Retailer,Bangalore,Available,Cancelled,,Not Returned
49675ce8,2023-12-29,12,2023,Online,Fevicol SH,Adhesive,162,22,3564,9.78,3215.4408,28.79,cd5ad2,Retailer,Delhi,Out of Stock,Delivered,6.0,Returned
3295dcd3,2023-03-19,3,2023,Online,Fevicol FastGrip,Quick Adhesive,121,48,5808,14.3,4977.456,27.12,a31568,Wholesaler,Chennai,Available,Delivered,5.0,Returned
de8ffaf9,2023-06-28,6,2023,Distributor,Fevicol MR,Adhesive,78,28,2184,8.8,1991.808,26.78,04251d,Direct Consumer,Chennai,Available,Delivered,9.0,Not Returned
02b035c8,2024-04-09,4,2024,Online,Fevicol HeatX,Heat-Resistant,436,45,19620,12.7,17128.26,29.78,98580c,Wholesaler,Hyderabad,Available,Cancelled,,Returned
65c32060,2024-12-10,12,2024,Online,Fevicol Marine,Industrial Glue,469,2,938,10.61,838.4782,26.67,dfb73a,Wholesaler,Mumbai,Available,Delivered,3.0,Returned
51083e3e,2024-01-19,1,2024,Online,Fevicol MR,Adhesive,99,42,4158,8.17,3818.2914,19.53,8a03ce,Direct Consumer,Ahmedabad,Out of Stock,Delivered,2.0,Not Returned
54c429b2,2024-04-19,4,2024,Online,Fevicol MR,Adhesive,76,13,988,0.82,979.8984,28.72,d6c459,Direct Consumer,Hyderabad,Available,Pending,,Not Returned
4e0acb92,2023-02-10,2,2023,Retail Store,Fevicol HeatX,Heat-Resistant,594,15,8910,13.12,7741.008,22.17,fb0374,Retailer,Hyderabad,Out of Stock,Pending,,Returned
a55f187c,2024-01-18,1,2024,Online,Fevicol SH,Adhesive,185,15,2775,11.27,2462.2575,16.45,537c7f,Industrial Buyer,Kolkata,Available,Pending,,Not Returned
ab2b2177,2025-02-01,2,2025,Online,Fevicol MR,Adhesive,50,31,1550,3.44,1496.68,23.45,611b47,Wholesaler,Mumbai,Available,Pending,,Returned
90912aba,2023-02-25,2,2023,Online,Fevicol MR,Adhesive,77,39,3003,2.07,2940.8379,20.64,36f0e5,Retailer,Hyderabad,Available,Pending,,Returned
58a32f17,2023-03-06,3,2023,Retail Store,Fevicol MR,Adhesive,64,14,896,0.63,890.3552,16.34,d54631,Direct Consumer,Chennai,Available,Delivered,6.0,Returned
de7814dc,2023-09-20,9,2023,Online,Fevicol SH,Adhesive,195,15,2925,1.11,2892.5325,17.58,796b07,Direct Consumer,Ahmedabad,Out of Stock,Delivered,6.0,Returned
ac4b465b,2024-12-11,12,2024,Retail Store,Fevicol MR,Adhesive,66,48,3168,3.17,3067.5744,18.7,67901a,Wholesaler,Bangalore,Available,Delivered,8.0,Returned
2fc9ad1b,2023-04-09,4,2023,Distributor,Fevicol MR,Adhesive,65,34,2210,12.54,1932.866,20.23,c25233,Retailer,Mumbai,Out of Stock,Cancelled,,Not Returned
b89b46dd,2024-08-04,8,2024,Online,Fevicol HeatX,Heat-Resistant,454,6,2724,13.27,2362.5252,22.17,d8b173,Retailer,Kolkata,Out of Stock,Delivered,5.0,Returned
61265f7e,2023-06-22,6,2023,Distributor,Fevicol FastGrip,Quick Adhesive,148,26,3848,3.8,3701.776,12.64,903fd7,Industrial Buyer,Delhi,Available,Cancelled,,Not Returned
9f978849,2024-09-23,9,2024,Distributor,Fevicol Marine,Industrial Glue,300,43,12900,8.15,11848.65,20.34,412006,Wholesaler,Kolkata,Available,Pending,,Not Returned
7924c7ea,2024-02-24,2,2024,Distributor,Fevicol Marine,Industrial Glue,390,19,7410,3.31,7164.729,22.11,252d2d,Direct Consumer,Ahmedabad,Out of Stock,Delivered,1.0,Not Returned
358d999f,2024-08-29,8,2024,Distributor,Fevicol Marine,Industrial Glue,339,28,9492,11.9,8362.452,13.2,170603,Industrial Buyer,Chennai,Available,Pending,,Not Returned
4c7d816c,2024-12-19,12,2024,Retail Store,Fevicol HeatX,Heat-Resistant,298,34,10132,10.36,9082.3248,15.63,d5f13a,Wholesaler,Ahmedabad,Available,Cancelled,,Returned
a532a74d,2024-12-15,12,2024,Distributor,Fevicol MR,Adhesive,60,32,1920,2.04,1880.8319999999999,25.65,e08f64,Direct Consumer,Ahmedabad,Out of Stock,Pending,,Not Returned
bf712264,2023-04-11,4,2023,Retail Store,Fevicol MR,Adhesive,93,46,4278,1.1,4230.942,27.85,ac15f9,Retailer,Chennai,Available,Cancelled,,Not Returned
f67db67e,2023-03-19,3,2023,Retail Store,Fevicol Marine,Industrial Glue,360,4,1440,4.03,1381.968,28.71,71b65d,Retailer,Ahmedabad,Available,Delivered,1.0,Returned
61f1c6c8,2024-02-17,2,2024,Online,Fevicol MR,Adhesive,93,9,837,3.49,807.7887,12.64,16a607,Wholesaler,Bangalore,Out of Stock,Pending,,Returned
627ee2f4,2024-03-23,3,2024,Online,Fevicol MR,Adhesive,59,36,2124,10.13,1908.8388,21.16,2c4210,Wholesaler,Kolkata,Available,Delivered,6.0,Not Returned
302ce307,2023-02-21,2,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,112,21,2352,8.72,2146.9056,28.82,7da75d,Industrial Buyer,Kolkata,Out of Stock,Delivered,9.0,Returned
5f11c8ec,2024-11-09,11,2024,Retail Store,Fevicol Marine,Industrial Glue,468,10,4680,8.63,4276.116,26.06,b28752,Retailer,Kolkata,Available,Pending,,Returned
bf919af2,2023-09-03,9,2023,Online,Fevicol FastGrip,Quick Adhesive,121,21,2541,0.72,2522.7048,21.36,056c37,Retailer,Hyderabad,Available,Delivered,4.0,Returned
da885685,2023-04-11,4,2023,Online,Fevicol SH,Adhesive,172,39,6708,8.04,6168.6768,18.9,663921,Industrial Buyer,Ahmedabad,Out of Stock,Pending,,Returned
0bc8a790,2024-12-17,12,2024,Retail Store,Fevicol MR,Adhesive,56,14,784,11.78,691.6448,12.9,9cd65f,Direct Consumer,Hyderabad,Available,Cancelled,,Returned
179eb0a8,2024-02-02,2,2024,Retail Store,Fevicol SH,Adhesive,163,20,3260,9.47,2951.278,26.38,9fdd52,Industrial Buyer,Hyderabad,Out of Stock,Pending,,Returned
64af0d01,2023-10-25,10,2023,Online,Fevicol MR,Adhesive,62,24,1488,3.5,1435.92,13.75,a416bc,Industrial Buyer,Ahmedabad,Out of Stock,Cancelled,,Not Returned
93bb8b3e,2023-11-18,11,2023,Retail Store,Fevicol MR,Adhesive,74,42,3108,14.49,2657.6508,24.08,23045a,Industrial Buyer,Mumbai,Available,Pending,,Not Returned
d9c08d4e,2023-05-23,5,2023,Distributor,Fevicol MR,Adhesive,92,21,1932,0.98,1913.0664,12.04,d544c0,Direct Consumer,Kolkata,Out of Stock,Cancelled,,Returned
22220192,2024-02-07,2,2024,Retail Store,Fevicol Marine,Industrial Glue,352,21,7392,11.6,6534.528,26.26,9a7ea9,Retailer,Chennai,Available,Delivered,8.0,Not Returned
6e5cf875,2024-02-16,2,2024,Retail Store,Fevicol HeatX,Heat-Resistant,409,36,14724,5.26,13949.5176,17.19,17e8b4,Wholesaler,Delhi,Available,Cancelled,,Returned
7754609f,2025-01-21,1,2025,Online,Fevicol FastGrip,Quick Adhesive,135,1,135,4.75,128.5875,27.5,e3fd57,Industrial Buyer,Kolkata,Available,Pending,,Not Returned
a1006fda,2024-07-12,7,2024,Distributor,Fevicol FastGrip,Quick Adhesive,86,5,430,10.23,386.01099999999997,21.8,4853b2,Wholesaler,Mumbai,Out of Stock,Cancelled,,Not Returned
5916d460,2023-05-04,5,2023,Online,Fevicol HeatX,Heat-Resistant,437,4,1748,10.52,1564.1104,14.1,025b03,Direct Consumer,Mumbai,Out of Stock,Delivered,5.0,Not Returned
f68a07c5,2023-09-03,9,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,92,5,460,0.24,458.896,15.54,9a1ad2,Industrial Buyer,Hyderabad,Available,Cancelled,,Returned
db6c3ad7,2025-01-15,1,2025,Online,Fevicol FastGrip,Quick Adhesive,82,40,3280,5.68,3093.696,12.62,1176bc,Wholesaler,Ahmedabad,Out of Stock,Cancelled,,Returned
c89e404c,2024-11-20,11,2024,Online,Fevicol MR,Adhesive,76,8,608,1.63,598.0896,20.45,ebc502,Wholesaler,Delhi,Out of Stock,Pending,,Not Returned
b5b4f1c3,2024-10-24,10,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,83,32,2656,3.99,2550.0256,14.47,0d5160,Industrial Buyer,Mumbai,Available,Cancelled,,Returned
0fabf3ec,2023-12-19,12,2023,Retail Store,Fevicol SH,Adhesive,188,29,5452,12.87,4750.3276000000005,15.69,d1f117,Industrial Buyer,Kolkata,Out of Stock,Cancelled,,Returned
8062b1a7,2024-03-04,3,2024,Distributor,Fevicol FastGrip,Quick Adhesive,139,2,278,4.2,266.324,24.35,ea3010,Retailer,Ahmedabad,Available,Cancelled,,Not Returned
a3177aad,2024-11-23,11,2024,Online,Fevicol MR,Adhesive,63,50,3150,9.81,2840.985,16.97,d4587f,Industrial Buyer,Ahmedabad,Out of Stock,Delivered,2.0,Returned
66b0d676,2024-02-21,2,2024,Distributor,Fevicol SH,Adhesive,141,6,846,10.56,756.6624,27.34,395fc7,Direct Consumer,Mumbai,Out of Stock,Pending,,Not Returned
4fc44b6b,2024-04-24,4,2024,Online,Fevicol HeatX,Heat-Resistant,295,13,3835,13.93,3300.7844999999998,17.48,68a4f8,Direct Consumer,Ahmedabad,Out of Stock,Pending,,Not Returned
e94aa8d3,2024-04-20,4,2024,Distributor,Fevicol MR,Adhesive,85,26,2210,2.57,2153.203,15.41,953aeb,Industrial Buyer,Ahmedabad,Available,Delivered,2.0,Returned
b7eefff3,2024-10-24,10,2024,Distributor,Fevicol SH,Adhesive,84,20,1680,1.24,1659.168,12.22,56fd10,Wholesaler,Kolkata,Available,Cancelled,,Not Returned
9f5ede84,2024-11-15,11,2024,Online,Fevicol Marine,Industrial Glue,369,3,1107,8.46,1013.3478,10.4,a4dfd8,Wholesaler,Kolkata,Available,Delivered,4.0,Returned
d5d51aba,2024-05-21,5,2024,Retail Store,Fevicol SH,Adhesive,130,46,5980,6.57,5587.114,10.49,fd1681,Direct Consumer,Delhi,Available,Delivered,1.0,Returned
96fc4679,2024-03-23,3,2024,Online,Fevicol SH,Adhesive,164,2,328,2.75,318.98,24.09,b5242c,Industrial Buyer,Bangalore,Out of Stock,Pending,,Returned
a549a103,2024-04-06,4,2024,Retail Store,Fevicol HeatX,Heat-Resistant,381,6,2286,9.41,2070.8874,23.27,52cd8a,Retailer,Bangalore,Available,Delivered,3.0,Not Returned
44fab2af,2023-03-26,3,2023,Online,Fevicol MR,Adhesive,77,45,3465,3.62,3339.567,23.73,1d8abc,Direct Consumer,Delhi,Out of Stock,Cancelled,,Not Returned
1973136f,2023-04-22,4,2023,Online,Fevicol HeatX,Heat-Resistant,450,46,20700,1.17,20457.81,21.05,b4b85f,Industrial Buyer,Kolkata,Out of Stock,Delivered,7.0,Not Returned
21a5c05e,2024-05-29,5,2024,Retail Store,Fevicol MR,Adhesive,50,5,250,3.94,240.15,25.17,b2ccd1,Retailer,Ahmedabad,Out of Stock,Pending,,Not Returned
5bea010e,2023-09-27,9,2023,Retail Store,Fevicol MR,Adhesive,84,5,420,5.32,397.656,26.67,6c1b76,Wholesaler,Mumbai,Available,Delivered,6.0,Not Returned
afac384e,2024-03-21,3,2024,Online,Fevicol FastGrip,Quick Adhesive,110,32,3520,4.31,3368.288,10.48,545f69,Wholesaler,Delhi,Available,Pending,,Returned
f6d9b036,2023-10-06,10,2023,Retail Store,Fevicol MR,Adhesive,89,20,1780,1.56,1752.232,23.77,649fe4,Direct Consumer,Delhi,Out of Stock,Pending,,Not Returned
6d914d97,2023-05-31,5,2023,Retail Store,Fevicol Marine,Industrial Glue,333,11,3663,6.99,3406.9563,16.78,dc04d7,Wholesaler,Bangalore,Out of Stock,Cancelled,,Not Returned
14815ba9,2023-09-19,9,2023,Retail Store,Fevicol MR,Adhesive,73,39,2847,4.83,2709.4899,19.47,4420d3,Wholesaler,Kolkata,Available,Cancelled,,Returned
5c52d203,2023-11-08,11,2023,Distributor,Fevicol FastGrip,Quick Adhesive,116,10,1160,10.51,1038.084,22.44,ef6c03,Retailer,Delhi,Available,Pending,,Returned
ab99ef5d,2023-08-14,8,2023,Retail Store,Fevicol MR,Adhesive,56,13,728,6.81,678.4232,23.64,e307e5,Industrial Buyer,Kolkata,Available,Pending,,Not Returned
b73761c9,2023-02-24,2,2023,Online,Fevicol Marine,Industrial Glue,175,28,4900,3.75,4716.25,10.95,8c4492,Retailer,Hyderabad,Out of Stock,Delivered,3.0,Returned
4841130e,2024-07-18,7,2024,Online,Fevicol MR,Adhesive,88,42,3696,5.11,3507.1344,17.9,436f49,Direct Consumer,Ahmedabad,Out of Stock,Cancelled,,Not Returned
901b8201,2023-09-06,9,2023,Online,Fevicol SH,Adhesive,123,18,2214,14.19,1899.8334,19.67,65a8a4,Direct Consumer,Kolkata,Available,Delivered,3.0,Returned
8402a7d5,2024-12-22,12,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,124,24,2976,0.89,2949.5136,15.02,fb4a5d,Industrial Buyer,Chennai,Available,Delivered,5.0,Returned
6ae17bbf,2023-12-25,12,2023,Distributor,Fevicol HeatX,Heat-Resistant,358,43,15394,5.52,14544.2512,15.99,ef8178,Industrial Buyer,Mumbai,Available,Pending,,Not Returned
29497279,2024-02-13,2,2024,Retail Store,Fevicol MR,Adhesive,73,8,584,3.29,564.7864,11.98,403ee1,Retailer,Ahmedabad,Out of Stock,Cancelled,,Returned
70213a9a,2024-07-24,7,2024,Retail Store,Fevicol SH,Adhesive,166,39,6474,10.26,5809.7676,12.31,c668e4,Industrial Buyer,Chennai,Available,Delivered,9.0,Not Returned
03df4c3a,2023-05-16,5,2023,Distributor,Fevicol Marine,Industrial Glue,222,34,7548,11.61,6671.6772,12.7,d15ac1,Retailer,Kolkata,Out of Stock,Delivered,2.0,Not Returned
afef0b3d,2023-07-21,7,2023,Online,Fevicol SH,Adhesive,154,28,4312,7.09,4006.2792,23.36,ab8d76,Industrial Buyer,Chennai,Available,Pending,,Not Returned
4d8951ed,2024-04-27,4,2024,Online,Fevicol MR,Adhesive,94,24,2256,11.56,1995.2064,16.11,b953f0,Direct Consumer,Hyderabad,Out of Stock,Delivered,9.0,Returned
3ab888d8,2023-10-29,10,2023,Distributor,Fevicol HeatX,Heat-Resistant,483,1,483,1.19,477.2523,27.78,54f272,Direct Consumer,Kolkata,Available,Delivered,9.0,Returned
54c1f8ca,2023-06-03,6,2023,Distributor,Fevicol HeatX,Heat-Resistant,570,46,26220,11.63,23170.614,28.74,c60295,Direct Consumer,Chennai,Available,Delivered,6.0,Not Returned
e3e10251,2024-11-29,11,2024,Distributor,Fevicol Marine,Industrial Glue,189,45,8505,13.59,7349.1705,23.18,565c0b,Direct Consumer,Bangalore,Out of Stock,Pending,,Not Returned
a86130c6,2023-09-04,9,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,110,37,4070,0.37,4054.941,20.84,9330d9,Wholesaler,Delhi,Out of Stock,Cancelled,,Not Returned
3ab3b58d,2024-11-16,11,2024,Retail Store,Fevicol MR,Adhesive,57,15,855,12.43,748.7235000000001,12.91,80f86c,Direct Consumer,Ahmedabad,Out of Stock,Cancelled,,Not Returned
821ec514,2023-08-21,8,2023,Retail Store,Fevicol HeatX,Heat-Resistant,570,38,21660,5.25,20522.85,14.48,1d38b8,Direct Consumer,Bangalore,Available,Delivered,3.0,Not Returned
f4349264,2023-02-25,2,2023,Online,Fevicol HeatX,Heat-Resistant,380,46,17480,3.01,16953.852,12.28,058557,Retailer,Bangalore,Out of Stock,Pending,,Returned
5645a9ba,2024-04-24,4,2024,Retail Store,Fevicol MR,Adhesive,92,30,2760,4.68,2630.832,27.54,f40248,Wholesaler,Kolkata,Available,Delivered,6.0,Returned
a2611833,2023-05-25,5,2023,Retail Store,Fevicol HeatX,Heat-Resistant,587,20,11740,12.59,10261.934,19.89,7e1307,Direct Consumer,Kolkata,Available,Delivered,6.0,Not Returned
bd20ca4a,2024-08-17,8,2024,Distributor,Fevicol HeatX,Heat-Resistant,336,4,1344,11.49,1189.5744,29.57,968ca6,Wholesaler,Bangalore,Out of Stock,Pending,,Returned
e75b3091,2024-09-01,9,2024,Distributor,Fevicol MR,Adhesive,85,42,3570,11.23,3169.089,10.42,7bd19e,Direct Consumer,Delhi,Out of Stock,Delivered,3.0,Returned
bc5b1cd2,2024-03-13,3,2024,Retail Store,Fevicol MR,Adhesive,61,42,2562,9.63,2315.2794,17.49,fb7849,Direct Consumer,Chennai,Out of Stock,Cancelled,,Not Returned
f01923c6,2024-03-03,3,2024,Online,Fevicol MR,Adhesive,88,17,1496,8.71,1365.6984,18.91,e5a59a,Industrial Buyer,Hyderabad,Out of Stock,Pending,,Returned
912d8dd3,2024-02-18,2,2024,Distributor,Fevicol Marine,Industrial Glue,154,33,5082,10.74,4536.1932,28.97,c7d7bd,Direct Consumer,Delhi,Available,Delivered,1.0,Returned
79ad12f4,2023-08-19,8,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,146,46,6716,6.65,6269.386,21.63,a7fd64,Retailer,Kolkata,Out of Stock,Delivered,3.0,Returned
07bf5495,2024-02-08,2,2024,Distributor,Fevicol FastGrip,Quick Adhesive,133,44,5852,12.23,5136.3004,25.87,488f2f,Wholesaler,Chennai,Out of Stock,Pending,,Not Returned
76f97c3c,2023-03-07,3,2023,Retail Store,Fevicol HeatX,Heat-Resistant,535,40,21400,7.43,19809.98,20.63,c3400f,Wholesaler,Ahmedabad,Available,Cancelled,,Not Returned
07c8adec,2023-10-30,10,2023,Retail Store,Fevicol SH,Adhesive,84,35,2940,13.8,2534.2799999999997,23.35,927df6,Retailer,Mumbai,Out of Stock,Pending,,Returned
d06d8752,2023-07-15,7,2023,Retail Store,Fevicol HeatX,Heat-Resistant,225,13,2925,7.18,2714.985,20.61,180cba,Retailer,Ahmedabad,Out of Stock,Cancelled,,Not Returned
f469ea42,2023-08-04,8,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,147,35,5145,12.59,4497.2445,26.51,21e44f,Retailer,Mumbai,Out of Stock,Cancelled,,Returned
31a4b393,2023-03-01,3,2023,Retail Store,Fevicol MR,Adhesive,76,35,2660,13.72,2295.048,29.09,f9a67d,Industrial Buyer,Chennai,Out of Stock,Delivered,2.0,Returned
